frequent-itemSets,	support
{'long life bakery product', 'whole milk', 'other vegetables'},	0.0056939501779359435
{'whole milk', 'yogurt', 'butter'},	0.009354346720894764
{'bottled water', 'other vegetables', 'tropical fruit'},	0.0062023385866802234
{'curd', 'yogurt', 'tropical fruit'},	0.0052872394509405184
{'curd', 'whole milk', 'yogurt'},	0.010066090493136757
{'citrus fruit', 'whole milk', 'yogurt'},	0.010269445856634469
{'whole milk', 'butter', 'bottled water'},	0.005388917132689374
{'citrus fruit', 'whole milk', 'bottled water'},	0.005897305541433655
{'whole milk', 'butter', 'tropical fruit'},	0.0062023385866802234
{'citrus fruit', 'yogurt', 'tropical fruit'},	0.00630401626842908
{'curd', 'whole milk', 'tropical fruit'},	0.006507371631926792
{'whole milk', 'yogurt', 'bottled water'},	0.009659379766141332
{'citrus fruit', 'whole milk', 'butter'},	0.005083884087442806
{'bottled water', 'yogurt', 'tropical fruit'},	0.0071174377224199285
{'tropical fruit', 'whole milk', 'bottled water'},	0.008032536858159633
{'whole milk', 'yogurt', 'tropical fruit'},	0.015149974580579562
{'citrus fruit', 'whole milk', 'tropical fruit'},	0.009049313675648195
{'other vegetables', 'root vegetables', 'tropical fruit'},	0.012302999491611592
{'rolls/buns', 'other vegetables', 'tropical fruit'},	0.007829181494661922
{'rolls/buns', 'root vegetables', 'tropical fruit'},	0.005897305541433655
{'other vegetables', 'rolls/buns', 'root vegetables'},	0.012201321809862735
{'rolls/buns', 'sausage', 'soda'},	0.009659379766141332
{'rolls/buns', 'bottled water', 'other vegetables'},	0.007320793085917641
{'other vegetables', 'whole milk', 'sugar'},	0.00630401626842908
{'other vegetables', 'whole milk', 'root vegetables'},	0.023182511438739197
{'whipped/sour cream', 'whole milk', 'other vegetables'},	0.014641586171835282
{'soda', 'whole milk', 'other vegetables'},	0.013929842399593289
{'whole milk', 'soda', 'whipped/sour cream'},	0.005490594814438231
{'other vegetables', 'whole milk', 'pork'},	0.010167768174885612
{'rolls/buns', 'sausage', 'shopping bags'},	0.005998983223182512
{'sausage', 'soda', 'shopping bags'},	0.0056939501779359435
{'rolls/buns', 'soda', 'shopping bags'},	0.00630401626842908
{'soda', 'whole milk', 'root vegetables'},	0.00813421453990849
{'whole milk', 'brown bread', 'tropical fruit'},	0.0056939501779359435
{'soda', 'whole milk', 'yogurt'},	0.01047280122013218
{'soda', 'whole milk', 'tropical fruit'},	0.007829181494661922
{'pastry', 'soda', 'whole milk'},	0.008235892221657347
{'whole milk', 'root vegetables', 'brown bread'},	0.0056939501779359435
{'whole milk', 'yogurt', 'brown bread'},	0.0071174377224199285
{'whole milk', 'domestic eggs', 'tropical fruit'},	0.006914082358922217
{'soda', 'yogurt', 'tropical fruit'},	0.0066090493136756485
{'whole milk', 'yogurt', 'root vegetables'},	0.014539908490086425
{'soda', 'whole milk', 'domestic eggs'},	0.005185561769191663
{'pastry', 'whole milk', 'root vegetables'},	0.0056939501779359435
{'pastry', 'whole milk', 'yogurt'},	0.009150991357397052
{'yogurt', 'root vegetables', 'tropical fruit'},	0.00813421453990849
{'whole milk', 'root vegetables', 'tropical fruit'},	0.011997966446365024
{'pastry', 'whole milk', 'tropical fruit'},	0.006710726995424504
{'whole milk', 'yogurt', 'coffee'},	0.005083884087442806
{'whole milk', 'domestic eggs', 'yogurt'},	0.007727503812913066
{'whole milk', 'domestic eggs', 'root vegetables'},	0.008540925266903915
{'soda', 'whole milk', 'brown bread'},	0.005083884087442806
{'soda', 'yogurt', 'bottled water'},	0.007422470767666497
{'rolls/buns', 'bottled water', 'soda'},	0.00681240467717336
{'rolls/buns', 'newspapers', 'yogurt'},	0.005083884087442806
{'rolls/buns', 'bottled water', 'yogurt'},	0.0071174377224199285
{'rolls/buns', 'soda', 'yogurt'},	0.00864260294865277
{'other vegetables', 'whipped/sour cream', 'root vegetables'},	0.008540925266903915
{'other vegetables', 'bottled water', 'root vegetables'},	0.007015760040671073
{'rolls/buns', 'butter', 'other vegetables'},	0.0056939501779359435
{'rolls/buns', 'whipped/sour cream', 'other vegetables'},	0.006710726995424504
{'other vegetables', 'curd', 'root vegetables'},	0.005490594814438231
{'whipped/sour cream', 'butter', 'other vegetables'},	0.005795627859684799
{'other vegetables', 'butter', 'root vegetables'},	0.0066090493136756485
{'curd', 'other vegetables', 'tropical fruit'},	0.0052872394509405184
{'fruit/vegetable juice', 'other vegetables', 'tropical fruit'},	0.0066090493136756485
{'frozen vegetables', 'whole milk', 'other vegetables'},	0.009659379766141332
{'pastry', 'soda', 'rolls/buns'},	0.005388917132689374
{'rolls/buns', 'whole milk', 'tropical fruit'},	0.010981189628876462
{'whole milk', 'pip fruit', 'tropical fruit'},	0.008439247585155059
{'rolls/buns', 'whole milk', 'pip fruit'},	0.0062023385866802234
{'citrus fruit', 'whole milk', 'domestic eggs'},	0.0056939501779359435
{'rolls/buns', 'whole milk', 'other vegetables'},	0.017895271987798677
{'bottled water', 'bottled beer', 'soda'},	0.005083884087442806
{'rolls/buns', 'whole milk', 'root vegetables'},	0.012709710218607015
{'whole milk', 'domestic eggs', 'margarine'},	0.005185561769191663
{'rolls/buns', 'whole milk', 'domestic eggs'},	0.0066090493136756485
{'whole milk', 'root vegetables', 'fruit/vegetable juice'},	0.006507371631926792
{'rolls/buns', 'whole milk', 'fruit/vegetable juice'},	0.005592272496187087
{'rolls/buns', 'frozen vegetables', 'whole milk'},	0.005083884087442806
{'rolls/buns', 'whole milk', 'margarine'},	0.007930859176410779
{'frozen vegetables', 'whole milk', 'root vegetables'},	0.0062023385866802234
{'sausage', 'yogurt', 'root vegetables'},	0.005185561769191663
{'rolls/buns', 'yogurt', 'root vegetables'},	0.007219115404168785
{'rolls/buns', 'sausage', 'yogurt'},	0.005998983223182512
{'citrus fruit', 'root vegetables', 'tropical fruit'},	0.0056939501779359435
{'citrus fruit', 'other vegetables', 'tropical fruit'},	0.009049313675648195
{'other vegetables', 'chicken', 'root vegetables'},	0.0056939501779359435
{'butter', 'other vegetables', 'tropical fruit'},	0.005490594814438231
{'other vegetables', 'citrus fruit', 'root vegetables'},	0.010371123538383325
{'pastry', 'whole milk', 'rolls/buns'},	0.008540925266903915
{'pastry', 'sausage', 'whole milk'},	0.0056939501779359435
{'rolls/buns', 'sausage', 'whole milk'},	0.009354346720894764
{'rolls/buns', 'whole milk', 'pork'},	0.0062023385866802234
{'sausage', 'soda', 'whole milk'},	0.006710726995424504
{'rolls/buns', 'soda', 'whole milk'},	0.008845958312150484
{'whole milk', 'shopping bags', 'yogurt'},	0.0052872394509405184
{'whole milk', 'bottled beer', 'yogurt'},	0.005185561769191663
{'sausage', 'whole milk', 'yogurt'},	0.008744280630401627
{'whole milk', 'yogurt', 'fruit/vegetable juice'},	0.00945602440264362
{'whole milk', 'yogurt', 'napkins'},	0.006100660904931368
{'rolls/buns', 'whipped/sour cream', 'whole milk'},	0.007829181494661922
{'other vegetables', 'sausage', 'root vegetables'},	0.00681240467717336
{'rolls/buns', 'frankfurter', 'other vegetables'},	0.005592272496187087
{'rolls/buns', 'sausage', 'other vegetables'},	0.008845958312150484
{'rolls/buns', 'whole milk', 'newspapers'},	0.007625826131164209
{'rolls/buns', 'whole milk', 'bottled water'},	0.008744280630401627
{'rolls/buns', 'whole milk', 'bottled beer'},	0.005388917132689374
{'whole milk', 'domestic eggs', 'other vegetables'},	0.012302999491611592
{'soda', 'domestic eggs', 'other vegetables'},	0.005083884087442806
{'whole milk', 'hamburger meat', 'other vegetables'},	0.00630401626842908
{'sausage', 'whole milk', 'tropical fruit'},	0.007219115404168785
{'whole milk', 'pip fruit', 'domestic eggs'},	0.005388917132689374
{'citrus fruit', 'pip fruit', 'tropical fruit'},	0.005592272496187087
{'whole milk', 'fruit/vegetable juice', 'tropical fruit'},	0.005998983223182512
{'sausage', 'whole milk', 'pip fruit'},	0.005592272496187087
{'frankfurter', 'whole milk', 'tropical fruit'},	0.005185561769191663
{'citrus fruit', 'whole milk', 'pip fruit'},	0.005185561769191663
{'frankfurter', 'whole milk', 'rolls/buns'},	0.005998983223182512
{'frankfurter', 'whole milk', 'other vegetables'},	0.007625826131164209
{'whole milk', 'pip fruit', 'other vegetables'},	0.013523131672597865
{'rolls/buns', 'pip fruit', 'other vegetables'},	0.005083884087442806
{'whole milk', 'chocolate', 'other vegetables'},	0.005490594814438231
{'whole milk', 'shopping bags', 'other vegetables'},	0.007625826131164209
{'curd', 'yogurt', 'other vegetables'},	0.006100660904931368
{'yogurt', 'other vegetables', 'fruit/vegetable juice'},	0.008235892221657347
{'other vegetables', 'yogurt', 'root vegetables'},	0.012913065582104729
{'other vegetables', 'root vegetables', 'fruit/vegetable juice'},	0.0066090493136756485
{'whole milk', 'bottled beer', 'other vegetables'},	0.007625826131164209
{'frozen vegetables', 'whole milk', 'yogurt'},	0.006100660904931368
{'whole milk', 'yogurt', 'other vegetables'},	0.02226741230299949
{'whole milk', 'other vegetables', 'fruit/vegetable juice'},	0.01047280122013218
{'frozen vegetables', 'root vegetables', 'other vegetables'},	0.006100660904931368
{'frozen vegetables', 'yogurt', 'other vegetables'},	0.0052872394509405184
{'soda', 'whole milk', 'bottled water'},	0.0075241484494153535
{'whole milk', 'other vegetables', 'tropical fruit'},	0.01708185053380783
{'rolls/buns', 'whole milk', 'butter'},	0.0066090493136756485
{'other vegetables', 'whole milk', 'brown bread'},	0.009354346720894764
{'whole milk', 'white bread', 'other vegetables'},	0.005897305541433655
{'domestic eggs', 'root vegetables', 'other vegetables'},	0.007320793085917641
{'other vegetables', 'yogurt', 'butter'},	0.006405693950177936
{'whipped/sour cream', 'other vegetables', 'tropical fruit'},	0.007829181494661922
{'domestic eggs', 'yogurt', 'other vegetables'},	0.005795627859684799
{'whole milk', 'pip fruit', 'root vegetables'},	0.008947635993899338
{'whipped/sour cream', 'yogurt', 'tropical fruit'},	0.0062023385866802234
{'whole milk', 'other vegetables', 'cream cheese '},	0.006710726995424504
{'pip fruit', 'yogurt', 'root vegetables'},	0.0052872394509405184
{'curd', 'whole milk', 'root vegetables'},	0.0062023385866802234
{'whole milk', 'whipped/sour cream', 'butter'},	0.006710726995424504
{'yogurt', 'other vegetables', 'tropical fruit'},	0.012302999491611592
{'whipped/sour cream', 'whole milk', 'pip fruit'},	0.005998983223182512
{'other vegetables', 'whole milk', 'butter'},	0.011489578037620742
{'whipped/sour cream', 'yogurt', 'other vegetables'},	0.010167768174885612
{'pip fruit', 'yogurt', 'tropical fruit'},	0.006405693950177936
{'frankfurter', 'whole milk', 'root vegetables'},	0.005083884087442806
{'other vegetables', 'pip fruit', 'root vegetables'},	0.00813421453990849
{'whipped/sour cream', 'whole milk', 'tropical fruit'},	0.007930859176410779
{'whole milk', 'whipped/sour cream', 'domestic eggs'},	0.0056939501779359435
{'yogurt', 'other vegetables', 'cream cheese '},	0.0052872394509405184
{'curd', 'whole milk', 'whipped/sour cream'},	0.005897305541433655
{'pip fruit', 'yogurt', 'other vegetables'},	0.00813421453990849
{'whipped/sour cream', 'yogurt', 'root vegetables'},	0.006405693950177936
{'curd', 'whole milk', 'other vegetables'},	0.009862735129639044
{'whipped/sour cream', 'whole milk', 'yogurt'},	0.010879511947127605
{'whipped/sour cream', 'pip fruit', 'other vegetables'},	0.005592272496187087
{'whole milk', 'root vegetables', 'butter'},	0.008235892221657347
{'pip fruit', 'root vegetables', 'tropical fruit'},	0.0052872394509405184
{'whole milk', 'domestic eggs', 'butter'},	0.005998983223182512
{'whole milk', 'yogurt', 'cream cheese '},	0.0066090493136756485
{'whipped/sour cream', 'domestic eggs', 'other vegetables'},	0.005083884087442806
{'whole milk', 'pip fruit', 'yogurt'},	0.009557702084392475
{'pip fruit', 'other vegetables', 'tropical fruit'},	0.00945602440264362
{'frankfurter', 'whole milk', 'yogurt'},	0.0062023385866802234
{'whipped/sour cream', 'whole milk', 'root vegetables'},	0.00945602440264362
{'beef', 'whole milk', 'root vegetables'},	0.008032536858159633
{'pork', 'other vegetables', 'root vegetables'},	0.007015760040671073
{'pork', 'whole milk', 'root vegetables'},	0.00681240467717336
{'sausage', 'soda', 'yogurt'},	0.005592272496187087
{'sausage', 'shopping bags', 'other vegetables'},	0.005388917132689374
{'sausage', 'soda', 'other vegetables'},	0.007219115404168785
{'soda', 'shopping bags', 'other vegetables'},	0.005388917132689374
{'soda', 'yogurt', 'other vegetables'},	0.008337569903406202
{'sausage', 'yogurt', 'other vegetables'},	0.00813421453990849
{'shopping bags', 'yogurt', 'other vegetables'},	0.005388917132689374
{'beef', 'whole milk', 'rolls/buns'},	0.00681240467717336
{'sausage', 'whole milk', 'whipped/sour cream'},	0.005083884087442806
{'beef', 'rolls/buns', 'other vegetables'},	0.005795627859684799
{'citrus fruit', 'whole milk', 'rolls/buns'},	0.007219115404168785
{'beef', 'whole milk', 'other vegetables'},	0.009252669039145907
{'citrus fruit', 'whipped/sour cream', 'other vegetables'},	0.0056939501779359435
{'citrus fruit', 'whole milk', 'other vegetables'},	0.013014743263853584
{'citrus fruit', 'whole milk', 'whipped/sour cream'},	0.00630401626842908
{'sausage', 'whole milk', 'other vegetables'},	0.010167768174885612
{'rolls/buns', 'citrus fruit', 'other vegetables'},	0.005998983223182512
{'other vegetables', 'shopping bags', 'root vegetables'},	0.0066090493136756485
{'citrus fruit', 'bottled water', 'other vegetables'},	0.005083884087442806
{'curd', 'whole milk', 'rolls/buns'},	0.005897305541433655
{'rolls/buns', 'whole milk', 'napkins'},	0.0052872394509405184
{'rolls/buns', 'whole milk', 'yogurt'},	0.015556685307574987
{'rolls/buns', 'yogurt', 'citrus fruit'},	0.005795627859684799
{'whole milk', 'other vegetables', 'bottled water'},	0.010777834265378749
{'whole milk', 'other vegetables', 'napkins'},	0.00681240467717336
{'whole milk', 'bottled water', 'bottled beer'},	0.006100660904931368
{'bottled water', 'other vegetables', 'soda'},	0.0056939501779359435
{'whole milk', 'root vegetables', 'bottled water'},	0.007320793085917641
{'rolls/buns', 'shopping bags', 'other vegetables'},	0.0052872394509405184
{'rolls/buns', 'soda', 'other vegetables'},	0.009862735129639044
{'rolls/buns', 'other vegetables', 'pork'},	0.005592272496187087
{'whole milk', 'newspapers', 'tropical fruit'},	0.005083884087442806
{'rolls/buns', 'bottled water', 'tropical fruit'},	0.005388917132689374
{'rolls/buns', 'soda', 'tropical fruit'},	0.005388917132689374
{'citrus fruit', 'yogurt', 'other vegetables'},	0.007625826131164209
{'whole milk', 'chocolate', 'soda'},	0.005083884087442806
{'newspapers', 'yogurt', 'other vegetables'},	0.005592272496187087
{'bottled water', 'yogurt', 'other vegetables'},	0.00813421453990849
{'sausage', 'bottled water', 'other vegetables'},	0.005083884087442806
{'bottled water', 'soda', 'tropical fruit'},	0.005185561769191663
{'sausage', 'other vegetables', 'tropical fruit'},	0.005998983223182512
{'rolls/buns', 'yogurt', 'other vegetables'},	0.011489578037620742
{'rolls/buns', 'yogurt', 'tropical fruit'},	0.008744280630401627
{'whole milk', 'yogurt', 'newspapers'},	0.0066090493136756485
{'whole milk', 'newspapers', 'other vegetables'},	0.008337569903406202
{'soda', 'other vegetables', 'tropical fruit'},	0.007219115404168785
{'rolls/buns', 'newspapers', 'other vegetables'},	0.005490594814438231
{'pastry', 'other vegetables', 'root vegetables'},	0.005897305541433655
{'whole milk', 'hygiene articles', 'other vegetables'},	0.005185561769191663
{'whole milk', 'onions', 'other vegetables'},	0.0066090493136756485
{'citrus fruit', 'whole milk', 'root vegetables'},	0.009150991357397052
{'citrus fruit', 'pip fruit', 'other vegetables'},	0.005897305541433655
{'other vegetables', 'root vegetables', 'margarine'},	0.005897305541433655
{'whole milk', 'other vegetables', 'margarine'},	0.009252669039145907
{'pastry', 'whole milk', 'other vegetables'},	0.010574478901881037
{'pastry', 'yogurt', 'other vegetables'},	0.0066090493136756485
{'rolls/buns', 'other vegetables', 'margarine'},	0.005185561769191663
{'yogurt', 'other vegetables', 'margarine'},	0.0056939501779359435
{'bottled water', 'whole milk', 'fruit/vegetable juice'},	0.005795627859684799
{'rolls/buns', 'pastry', 'other vegetables'},	0.006100660904931368
{'rolls/buns', 'yogurt', 'pastry'},	0.005795627859684799
{'whole milk', 'yogurt', 'margarine'},	0.007015760040671073
{'rolls/buns', 'chicken', 'whole milk'},	0.0052872394509405184
{'chicken', 'whole milk', 'other vegetables'},	0.008439247585155059
{'chicken', 'whole milk', 'root vegetables'},	0.005998983223182512
{'rolls/buns', 'whole milk', 'brown bread'},	0.0052872394509405184
{'whole milk', 'other vegetables', 'oil'},	0.005083884087442806
{'beef', 'yogurt', 'other vegetables'},	0.005185561769191663
{'sausage', 'whole milk', 'root vegetables'},	0.007727503812913066
{'other vegetables', 'yogurt', 'brown bread'},	0.005185561769191663
{'rolls/buns', 'whole milk', 'shopping bags'},	0.0052872394509405184
{'pastry', 'soda', 'other vegetables'},	0.005490594814438231
{'whole milk', 'other vegetables', 'coffee'},	0.006405693950177936
{'other vegetables', 'onions', 'root vegetables'},	0.0056939501779359435
{'other vegetables', 'soda', 'root vegetables'},	0.008235892221657347
{'beef', 'root vegetables', 'other vegetables'},	0.007930859176410779
{'soda', 'whole milk', 'fruit/vegetable juice'},	0.006100660904931368
{'bottled water', 'soda', 'fruit/vegetable juice'},	0.005185561769191663
{'pastry', 'whole milk', 'pip fruit'},	0.005083884087442806
{'beef', 'whole milk', 'yogurt'},	0.006100660904931368
{'whole milk', 'newspapers', 'root vegetables'},	0.005795627859684799
{'soda', 'yogurt', 'fruit/vegetable juice'},	0.005083884087442806
{'rolls/buns', 'domestic eggs', 'other vegetables'},	0.005897305541433655
{'soda', 'whole milk', 'shopping bags'},	0.00681240467717336
{'whole milk', 'shopping bags', 'root vegetables'},	0.0052872394509405184
{'pastry', 'other vegetables', 'tropical fruit'},	0.005083884087442806
{'other vegetables', 'newspapers', 'root vegetables'},	0.005998983223182512
